cuba	5541.73	323.99	5877.84	4823.95
grape	2783.65	110.82	2872.57	2502.43
rails	5607.37	188.03	5836.52	5324.84
hanami-router	6340.09	85.96	6475.97	6222.79
hobbit	4812.27	1145.68	6302.51	3138.27
nancy	5471.91	558.27	5984.28	4372.12
rack	10164.06	1127.1	12231.76	8995.39
rack-app	6340.85	168.76	6540.79	5919.63
roda	7958.92	542.09	8455.35	6954.34
