cuba	5528.33	201.75	5788.4	5131.11
grape	2001.15	27.01	2040.69	1962.21
rails	4184.04	2389.39	5815.29	0.0
hanami-router	5801.43	399.28	6134.84	4736.16
hobbit	4068.85	835.01	5423.36	2718.12
nancy	5318.51	205.16	5586.84	4995.54
rack	10646.83	532.55	11171.57	9496.42
rack-app	5413.28	242.01	5716.7	4895.58
roda	7077.16	542.23	8105.92	6121.39
